Warehouse,Shipment,Calls,Category_Calls,Rating,Satisfactions,Cost,Purchase,Category_Purchase,Importance,Gender,Discount,Category_Discount,Weight,Category_Weight,Late
F,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,203,3,Seldom,low,F,9,> 7 (High),5296,> 4149 (Large),1
D,Flight,3,2 - 4 (Rendah),4,satisfied,259,4,Often,medium,F,5,4 - 7 (Medium),4564,> 4149 (Large),1
F,Flight,4,2 - 4 (Rendah),4,satisfied,225,3,Seldom,low,M,10,> 7 (High),4486,> 4149 (Large),0
A,Flight,4,2 - 4 (Rendah),5,satisfied,154,3,Seldom,medium,F,9,> 7 (High),5208,> 4149 (Large),0
B,Flight,5,> 4 (Tinggi),2,neutral or dissatisfied,227,3,Seldom,medium,M,2,0 - 3 (Low),4058,1333 - 4149 (Medium),1
C,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,208,2,Seldom,medium,F,1,0 - 3 (Low),5826,> 4149 (Large),0
F,Flight,5,> 4 (Tinggi),3,neutral or dissatisfied,255,3,Seldom,medium,F,8,> 7 (High),5983,> 4149 (Large),0
D,Flight,4,2 - 4 (Rendah),1,neutral or dissatisfied,218,2,Seldom,low,M,7,4 - 7 (Medium),4597,> 4149 (Large),0
F,Flight,3,2 - 4 (Rendah),5,satisfied,184,3,Seldom,medium,M,1,0 - 3 (Low),4161,> 4149 (Large),0
A,Flight,4,2 - 4 (Rendah),1,neutral or dissatisfied,233,2,Seldom,low,M,7,4 - 7 (Medium),4403,> 4149 (Large),1
B,Flight,3,2 - 4 (Rendah),5,satisfied,230,4,Often,medium,F,2,0 - 3 (Low),5916,> 4149 (Large),1
C,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,249,3,Seldom,low,M,5,4 - 7 (Medium),5017,> 4149 (Large),1
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,176,4,Often,low,M,2,0 - 3 (Low),4893,> 4149 (Large),0
D,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,272,4,Often,low,M,3,0 - 3 (Low),5566,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),4,satisfied,192,2,Seldom,low,M,7,4 - 7 (Medium),4151,> 4149 (Large),0
A,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,100,4,Often,low,M,3,0 - 3 (Low),5756,> 4149 (Large),0
B,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,271,6,Often,low,F,2,0 - 3 (Low),4237,> 4149 (Large),1
C,Ship,4,2 - 4 (Rendah),5,satisfied,165,3,Seldom,high,M,5,4 - 7 (Medium),4735,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),4,satisfied,124,4,Often,medium,F,10,> 7 (High),5011,> 4149 (Large),0
D,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,193,4,Often,low,F,4,4 - 7 (Medium),4796,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,156,3,Seldom,medium,M,2,0 - 3 (Low),4681,> 4149 (Large),0
A,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,170,3,Seldom,medium,M,10,> 7 (High),4198,> 4149 (Large),0
B,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,243,5,Often,medium,M,5,4 - 7 (Medium),4750,> 4149 (Large),1
C,Ship,3,2 - 4 (Rendah),4,satisfied,163,2,Seldom,low,F,7,4 - 7 (Medium),5720,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,201,2,Seldom,low,F,4,4 - 7 (Medium),4955,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),5,satisfied,232,3,Seldom,low,M,10,> 7 (High),5333,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,214,3,Seldom,medium,F,2,0 - 3 (Low),4964,> 4149 (Large),1
A,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,149,2,Seldom,medium,F,7,4 - 7 (Medium),4147,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),4,satisfied,122,3,Seldom,high,F,10,> 7 (High),4880,> 4149 (Large),0
C,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,253,4,Often,low,M,2,0 - 3 (Low),5040,> 4149 (Large),1
F,Ship,2,2 - 4 (Rendah),5,satisfied,123,4,Often,medium,M,8,> 7 (High),4042,1333 - 4149 (Medium),0
D,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,261,3,Seldom,medium,F,2,0 - 3 (Low),4028,1333 - 4149 (Medium),0
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,235,3,Seldom,low,F,7,4 - 7 (Medium),5061,> 4149 (Large),0
A,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,141,4,Often,medium,M,8,> 7 (High),4702,> 4149 (Large),0
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,241,2,Seldom,low,M,8,> 7 (High),5602,> 4149 (Large),1
C,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,253,2,Seldom,low,F,9,> 7 (High),4299,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),4,satisfied,177,2,Seldom,low,F,6,4 - 7 (Medium),5116,> 4149 (Large),0
D,Ship,5,> 4 (Tinggi),4,satisfied,160,3,Seldom,high,M,10,> 7 (High),5527,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),4,satisfied,134,3,Seldom,low,F,9,> 7 (High),4436,> 4149 (Large),0
A,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,258,2,Seldom,medium,F,4,4 - 7 (Medium),5965,> 4149 (Large),0
B,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,188,2,Seldom,low,M,6,4 - 7 (Medium),4840,> 4149 (Large),0
C,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,270,3,Seldom,medium,F,5,4 - 7 (Medium),5950,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,243,2,Seldom,medium,M,10,> 7 (High),5460,> 4149 (Large),0
D,Ship,2,2 - 4 (Rendah),4,satisfied,100,4,Often,low,M,3,0 - 3 (Low),5398,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,134,4,Often,medium,M,7,4 - 7 (Medium),5370,> 4149 (Large),1
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,255,3,Seldom,medium,M,3,0 - 3 (Low),4562,> 4149 (Large),1
B,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,260,2,Seldom,low,M,8,> 7 (High),5382,> 4149 (Large),0
C,Ship,5,> 4 (Tinggi),5,satisfied,265,3,Seldom,low,M,6,4 - 7 (Medium),4423,> 4149 (Large),1
F,Ship,2,2 - 4 (Rendah),5,satisfied,221,3,Seldom,low,M,2,0 - 3 (Low),5847,> 4149 (Large),0
D,Ship,5,> 4 (Tinggi),4,satisfied,157,4,Often,low,M,9,> 7 (High),4840,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,222,3,Seldom,low,F,8,> 7 (High),4861,> 4149 (Large),0
A,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,179,3,Seldom,low,M,7,4 - 7 (Medium),5496,> 4149 (Large),0
B,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,231,3,Seldom,low,F,5,4 - 7 (Medium),5046,> 4149 (Large),0
C,Ship,3,2 - 4 (Rendah),5,satisfied,228,2,Seldom,low,M,6,4 - 7 (Medium),5893,> 4149 (Large),0
F,Ship,2,2 - 4 (Rendah),5,satisfied,264,2,Seldom,low,M,9,> 7 (High),5898,> 4149 (Large),1
D,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,170,3,Seldom,medium,F,2,0 - 3 (Low),5330,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,159,2,Seldom,medium,F,3,0 - 3 (Low),4876,> 4149 (Large),0
A,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,166,3,Seldom,high,M,6,4 - 7 (Medium),5089,> 4149 (Large),1
B,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,234,2,Seldom,medium,M,8,> 7 (High),4012,1333 - 4149 (Medium),1
C,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,215,5,Often,medium,F,5,4 - 7 (Medium),4362,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,179,2,Seldom,high,F,8,> 7 (High),5589,> 4149 (Large),0
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,180,3,Seldom,medium,M,8,> 7 (High),5953,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,149,3,Seldom,low,M,9,> 7 (High),4953,> 4149 (Large),1
A,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,150,3,Seldom,low,M,1,0 - 3 (Low),5825,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,155,3,Seldom,low,F,4,4 - 7 (Medium),5666,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),5,satisfied,199,2,Seldom,medium,M,4,4 - 7 (Medium),4762,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),5,satisfied,169,2,Seldom,low,F,10,> 7 (High),4248,> 4149 (Large),0
D,Ship,6,> 4 (Tinggi),4,satisfied,276,6,Often,low,F,8,> 7 (High),5037,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,257,3,Seldom,low,F,1,0 - 3 (Low),5843,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,153,2,Seldom,medium,M,1,0 - 3 (Low),4366,> 4149 (Large),1
B,Ship,5,> 4 (Tinggi),5,satisfied,228,4,Often,low,M,6,4 - 7 (Medium),4946,> 4149 (Large),1
C,Ship,4,2 - 4 (Rendah),4,satisfied,133,2,Seldom,medium,F,4,4 - 7 (Medium),4724,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),4,satisfied,206,3,Seldom,medium,F,10,> 7 (High),4262,> 4149 (Large),0
D,Ship,4,2 - 4 (Rendah),5,satisfied,263,5,Often,low,M,9,> 7 (High),5731,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,190,2,Seldom,medium,F,4,4 - 7 (Medium),4501,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),5,satisfied,175,2,Seldom,medium,M,4,4 - 7 (Medium),4910,> 4149 (Large),1
B,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,272,3,Seldom,low,M,2,0 - 3 (Low),4059,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,111,4,Often,medium,M,10,> 7 (High),4711,> 4149 (Large),0
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,233,3,Seldom,low,F,5,4 - 7 (Medium),5756,> 4149 (Large),1
D,Ship,5,> 4 (Tinggi),5,satisfied,235,3,Seldom,low,F,4,4 - 7 (Medium),5325,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,255,4,Often,medium,M,5,4 - 7 (Medium),4415,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,216,2,Seldom,low,F,6,4 - 7 (Medium),4005,1333 - 4149 (Medium),0
B,Ship,4,2 - 4 (Rendah),4,satisfied,266,3,Seldom,medium,F,5,4 - 7 (Medium),4641,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,200,4,Often,medium,F,7,4 - 7 (Medium),4953,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,194,3,Seldom,medium,F,6,4 - 7 (Medium),5721,> 4149 (Large),1
D,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,220,3,Seldom,low,M,3,0 - 3 (Low),5020,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),4,satisfied,270,2,Seldom,low,F,1,0 - 3 (Low),5148,> 4149 (Large),1
A,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,168,3,Seldom,medium,M,2,0 - 3 (Low),4231,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),5,satisfied,172,4,Often,medium,M,8,> 7 (High),5900,> 4149 (Large),1
C,Ship,4,2 - 4 (Rendah),5,satisfied,168,3,Seldom,high,F,4,4 - 7 (Medium),4759,> 4149 (Large),1
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,243,3,Seldom,low,M,4,4 - 7 (Medium),5415,> 4149 (Large),0
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,181,3,Seldom,low,F,1,0 - 3 (Low),5094,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),5,satisfied,167,2,Seldom,low,F,2,0 - 3 (Low),4141,1333 - 4149 (Medium),0
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,224,3,Seldom,low,F,3,0 - 3 (Low),5967,> 4149 (Large),0
B,Ship,5,> 4 (Tinggi),4,satisfied,252,3,Seldom,medium,M,6,4 - 7 (Medium),5221,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,266,3,Seldom,medium,M,8,> 7 (High),4493,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,144,2,Seldom,low,F,5,4 - 7 (Medium),4882,> 4149 (Large),0
D,Ship,3,2 - 4 (Rendah),5,satisfied,222,3,Seldom,low,M,4,4 - 7 (Medium),5149,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),4,satisfied,199,3,Seldom,low,M,10,> 7 (High),5002,> 4149 (Large),1
A,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,214,3,Seldom,medium,F,2,0 - 3 (Low),4958,> 4149 (Large),0
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,258,3,Seldom,medium,F,2,0 - 3 (Low),5828,> 4149 (Large),1
C,Ship,3,2 - 4 (Rendah),5,satisfied,194,4,Often,low,M,1,0 - 3 (Low),5534,> 4149 (Large),0
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,201,3,Seldom,low,M,2,0 - 3 (Low),5132,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),5,satisfied,243,3,Seldom,medium,F,5,4 - 7 (Medium),4383,> 4149 (Large),0
F,Ship,5,> 4 (Tinggi),4,satisfied,264,3,Seldom,medium,M,2,0 - 3 (Low),5716,> 4149 (Large),0
A,Road,4,2 - 4 (Rendah),5,satisfied,204,3,Seldom,medium,F,4,4 - 7 (Medium),5476,> 4149 (Large),0
B,Road,3,2 - 4 (Rendah),2,neutral or dissatisfied,239,2,Seldom,low,F,3,0 - 3 (Low),5099,> 4149 (Large),1
C,Road,5,> 4 (Tinggi),4,satisfied,168,4,Often,medium,M,5,4 - 7 (Medium),5580,> 4149 (Large),0
F,Road,5,> 4 (Tinggi),4,satisfied,229,2,Seldom,medium,F,10,> 7 (High),5001,> 4149 (Large),0
D,Road,2,2 - 4 (Rendah),4,satisfied,246,2,Seldom,medium,M,1,0 - 3 (Low),5374,> 4149 (Large),1
F,Road,4,2 - 4 (Rendah),4,satisfied,217,2,Seldom,low,M,6,4 - 7 (Medium),4029,1333 - 4149 (Medium),1
A,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,166,2,Seldom,low,F,6,4 - 7 (Medium),5737,> 4149 (Large),0
B,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,159,2,Seldom,high,M,3,0 - 3 (Low),5731,> 4149 (Large),1
C,Road,6,> 4 (Tinggi),5,satisfied,220,3,Seldom,medium,M,1,0 - 3 (Low),5508,> 4149 (Large),0
F,Road,5,> 4 (Tinggi),4,satisfied,172,4,Often,medium,F,10,> 7 (High),4659,> 4149 (Large),1
D,Road,3,2 - 4 (Rendah),2,neutral or dissatisfied,262,3,Seldom,medium,M,2,0 - 3 (Low),5910,> 4149 (Large),1
F,Road,4,2 - 4 (Rendah),5,satisfied,194,2,Seldom,low,F,1,0 - 3 (Low),5300,> 4149 (Large),1
A,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,232,2,Seldom,medium,M,10,> 7 (High),4719,> 4149 (Large),0
B,Road,4,2 - 4 (Rendah),5,satisfied,259,3,Seldom,medium,M,3,0 - 3 (Low),4741,> 4149 (Large),1
C,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,259,3,Seldom,low,F,1,0 - 3 (Low),4914,> 4149 (Large),1
F,Road,4,2 - 4 (Rendah),5,satisfied,246,3,Seldom,low,M,10,> 7 (High),4616,> 4149 (Large),1
D,Road,3,2 - 4 (Rendah),4,satisfied,247,2,Seldom,medium,F,2,0 - 3 (Low),5016,> 4149 (Large),1
F,Road,2,2 - 4 (Rendah),1,neutral or dissatisfied,137,3,Seldom,low,M,1,0 - 3 (Low),4539,> 4149 (Large),0
A,Road,2,2 - 4 (Rendah),5,satisfied,273,2,Seldom,high,M,5,4 - 7 (Medium),4236,> 4149 (Large),0
B,Road,5,> 4 (Tinggi),2,neutral or dissatisfied,152,3,Seldom,high,F,5,4 - 7 (Medium),5502,> 4149 (Large),1
C,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,235,4,Often,high,M,7,4 - 7 (Medium),4833,> 4149 (Large),1
F,Road,4,2 - 4 (Rendah),2,neutral or dissatisfied,212,3,Seldom,low,F,3,0 - 3 (Low),4555,> 4149 (Large),0
D,Flight,5,> 4 (Tinggi),4,satisfied,286,5,Often,low,F,3,0 - 3 (Low),5208,> 4149 (Large),0
F,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,151,2,Seldom,medium,M,6,4 - 7 (Medium),4987,> 4149 (Large),0
A,Flight,3,2 - 4 (Rendah),3,neutral or dissatisfied,204,3,Seldom,low,M,6,4 - 7 (Medium),5296,> 4149 (Large),1
B,Flight,3,2 - 4 (Rendah),1,neutral or dissatisfied,191,3,Seldom,low,M,1,0 - 3 (Low),4705,> 4149 (Large),0
C,Flight,3,2 - 4 (Rendah),4,satisfied,221,3,Seldom,low,F,1,0 - 3 (Low),4518,> 4149 (Large),1
F,Flight,3,2 - 4 (Rendah),5,satisfied,161,3,Seldom,low,M,2,0 - 3 (Low),4475,> 4149 (Large),0
D,Flight,4,2 - 4 (Rendah),1,neutral or dissatisfied,183,4,Often,low,M,9,> 7 (High),5157,> 4149 (Large),0
F,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,243,2,Seldom,low,F,6,4 - 7 (Medium),5892,> 4149 (Large),0
A,Flight,5,> 4 (Tinggi),4,satisfied,194,5,Often,low,M,8,> 7 (High),4038,1333 - 4149 (Medium),1
B,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,266,3,Seldom,medium,M,4,4 - 7 (Medium),4197,> 4149 (Large),1
C,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,249,4,Often,medium,M,10,> 7 (High),4933,> 4149 (Large),0
F,Flight,5,> 4 (Tinggi),5,satisfied,133,2,Seldom,low,F,10,> 7 (High),4398,> 4149 (Large),0
D,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,244,4,Often,low,M,10,> 7 (High),4118,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,235,3,Seldom,medium,F,6,4 - 7 (Medium),4832,> 4149 (Large),1
A,Flight,3,2 - 4 (Rendah),1,neutral or dissatisfied,166,2,Seldom,low,F,10,> 7 (High),5932,> 4149 (Large),1
B,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,239,2,Seldom,low,F,10,> 7 (High),4028,1333 - 4149 (Medium),0
C,Flight,4,2 - 4 (Rendah),4,satisfied,141,3,Seldom,low,M,7,4 - 7 (Medium),4683,> 4149 (Large),0
F,Flight,2,2 - 4 (Rendah),5,satisfied,168,2,Seldom,low,F,1,0 - 3 (Low),4831,> 4149 (Large),0
D,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,203,3,Seldom,low,F,4,4 - 7 (Medium),5699,> 4149 (Large),0
F,Flight,5,> 4 (Tinggi),1,neutral or dissatisfied,171,4,Often,medium,F,9,> 7 (High),4418,> 4149 (Large),1
A,Flight,3,2 - 4 (Rendah),4,satisfied,120,4,Often,high,M,10,> 7 (High),5537,> 4149 (Large),0
B,Flight,4,2 - 4 (Rendah),1,neutral or dissatisfied,240,4,Often,low,F,6,4 - 7 (Medium),4811,> 4149 (Large),0
C,Ship,5,> 4 (Tinggi),4,satisfied,178,6,Often,medium,M,10,> 7 (High),5197,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),4,satisfied,237,3,Seldom,high,F,9,> 7 (High),5514,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,169,3,Seldom,low,F,3,0 - 3 (Low),5673,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,169,4,Often,low,F,10,> 7 (High),4245,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),4,satisfied,201,2,Seldom,medium,F,8,> 7 (High),5790,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,249,4,Often,medium,M,4,4 - 7 (Medium),5418,> 4149 (Large),1
C,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,101,5,Often,medium,F,1,0 - 3 (Low),4014,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,140,3,Seldom,low,M,6,4 - 7 (Medium),4488,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,214,3,Seldom,medium,M,1,0 - 3 (Low),5362,> 4149 (Large),0
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,196,3,Seldom,medium,F,6,4 - 7 (Medium),4257,> 4149 (Large),0
A,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,204,2,Seldom,high,M,7,4 - 7 (Medium),5961,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),4,satisfied,159,3,Seldom,low,M,9,> 7 (High),4265,> 4149 (Large),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,175,4,Often,medium,F,4,4 - 7 (Medium),5685,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,163,2,Seldom,low,F,3,0 - 3 (Low),4099,1333 - 4149 (Medium),1
D,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,271,10,Often,medium,F,2,0 - 3 (Low),4145,1333 - 4149 (Medium),0
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,191,3,Seldom,medium,M,1,0 - 3 (Low),4219,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),5,satisfied,135,3,Seldom,medium,F,5,4 - 7 (Medium),4515,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,224,3,Seldom,medium,F,3,0 - 3 (Low),4511,> 4149 (Large),0
C,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,142,2,Seldom,low,F,5,4 - 7 (Medium),4728,> 4149 (Large),0
F,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,246,6,Often,low,F,9,> 7 (High),5466,> 4149 (Large),1
D,Ship,5,> 4 (Tinggi),5,satisfied,165,4,Often,medium,F,3,0 - 3 (Low),4242,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,150,4,Often,medium,F,8,> 7 (High),4357,> 4149 (Large),1
A,Ship,3,2 - 4 (Rendah),5,satisfied,170,7,Often,low,F,7,4 - 7 (Medium),4373,> 4149 (Large),1
B,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,147,3,Seldom,low,F,5,4 - 7 (Medium),5013,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,151,3,Seldom,medium,M,10,> 7 (High),5698,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,259,8,Often,high,F,6,4 - 7 (Medium),5939,> 4149 (Large),0
D,Ship,4,2 - 4 (Rendah),4,satisfied,211,4,Often,medium,M,8,> 7 (High),4747,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,249,10,Often,medium,M,7,4 - 7 (Medium),5580,> 4149 (Large),1
A,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,133,3,Seldom,medium,M,1,0 - 3 (Low),5026,> 4149 (Large),1
B,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,258,3,Seldom,high,M,10,> 7 (High),4643,> 4149 (Large),1
C,Ship,3,2 - 4 (Rendah),4,satisfied,253,3,Seldom,high,F,8,> 7 (High),5857,> 4149 (Large),0
F,Ship,6,> 4 (Tinggi),5,satisfied,185,3,Seldom,high,F,1,0 - 3 (Low),5399,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),4,satisfied,268,2,Seldom,medium,F,4,4 - 7 (Medium),1442,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,218,4,Often,medium,M,8,> 7 (High),1883,1333 - 4149 (Medium),0
A,Ship,3,2 - 4 (Rendah),5,satisfied,140,3,Seldom,low,M,9,> 7 (High),4733,> 4149 (Large),0
B,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,214,3,Seldom,medium,F,9,> 7 (High),5856,> 4149 (Large),0
C,Ship,5,> 4 (Tinggi),4,satisfied,196,3,Seldom,medium,M,2,0 - 3 (Low),5427,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,204,2,Seldom,high,F,2,0 - 3 (Low),5526,> 4149 (Large),0
D,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,159,3,Seldom,low,M,4,4 - 7 (Medium),4574,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,175,4,Often,medium,F,5,4 - 7 (Medium),5177,> 4149 (Large),1
A,Ship,4,2 - 4 (Rendah),4,satisfied,163,2,Seldom,low,F,9,> 7 (High),4720,> 4149 (Large),0
B,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,271,10,Often,medium,M,5,4 - 7 (Medium),5459,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,191,3,Seldom,medium,F,6,4 - 7 (Medium),4563,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),5,satisfied,135,3,Seldom,medium,F,6,4 - 7 (Medium),5266,> 4149 (Large),1
D,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,224,3,Seldom,medium,F,9,> 7 (High),5283,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),5,satisfied,142,2,Seldom,low,F,8,> 7 (High),4914,> 4149 (Large),0
A,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,246,6,Often,low,F,1,0 - 3 (Low),4846,> 4149 (Large),0
B,Ship,5,> 4 (Tinggi),4,satisfied,165,4,Often,medium,M,7,4 - 7 (Medium),5091,> 4149 (Large),1
C,Ship,3,2 - 4 (Rendah),5,satisfied,150,4,Often,medium,F,8,> 7 (High),4433,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),4,satisfied,170,7,Often,low,M,7,4 - 7 (Medium),4957,> 4149 (Large),1
D,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,147,3,Seldom,low,M,3,0 - 3 (Low),4120,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,151,3,Seldom,medium,F,6,4 - 7 (Medium),5379,> 4149 (Large),1
